 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSurrogateUsed
1	1	1	11	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000501	0.419284	0.40489	0.40489	1	null	null	null	0.0587836	0.0494391	0.234436	0.4124	45.7077	46	1704	3.49569	2.33283	1.13973	40.6013	66.0194	18.942	674.782	null	null	null	null	1	1	null	1	106.621	107	65	58	2	1	null	2.65e-44	8.39555	18.942	674.782	null	54.5763	54	1704	4.88686	0.983411	1.90339	68.3884	59.1978	21.5027	772.587	null	null	null	null	1	1	null	1	127.586	127.5	65	58	1	1	null	4.48e-41	14.466	21.5027	772.587	null
1	1	1	12	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000551	0.419284	0.293092	0.293092	1	null	null	null	-0.027579	0.049223	0.575283	0.294466	45.7735	46	1704	3.4994	2.33283	1.6915	65.6527	66.0194	30.4005	1179.94	null	null	null	null	1	1	null	1	131.672	132	65	61	null	null	null	5.23e-46	13.0163	30.4005	1179.94	null	54.5	54	1704	4.93409	0.983411	2.67737	105.999	59.1978	27.9698	1107.34	null	null	null	null	1	1	null	1	165.197	165	65	61	null	null	null	7.78e-45	20.8892	27.9698	1107.34	null
1	1	1	13	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000601	0.419284	0.0457245	0.0457245	1	null	null	null	-0.097203	0.0496749	0.050373	0.043897	45.6633	46	1708	3.50491	2.33283	2.10813	86.6472	66.0194	38.849	1596.75	null	null	null	null	1	1	null	1	152.667	150	65	57	1	null	null	1.13e-44	15.7654	38.849	1596.75	null	54.6118	55	1708	4.87534	0.983411	3.08291	125.293	59.1978	31.4099	1276.54	null	null	null	null	1	1	null	1	184.491	181	65	57	1	null	null	2.4e-43	23.2572	31.4099	1276.54	null
1	1	1	14	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000651	0.419284	0.353722	0.353722	1	null	null	null	-0.00197081	0.0491826	0.968036	0.357452	45.7173	46	1691	3.54388	2.33283	1.42642	63.3806	66.0194	25.6096	1137.92	null	null	null	null	1	1	null	1	129.4	129	65	60	null	null	null	7.42e-50	10.8193	25.6096	1137.92	null	54.7167	55	1691	4.77526	0.983411	2.52332	108.319	59.1978	26.388	1132.76	null	null	null	null	1	1	null	1	167.517	163	65	60	null	null	null	2.37e-46	19.5227	26.388	1132.76	null
1	1	1	15	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000701	0.419284	0.271723	0.271723	1	null	null	null	0.0981622	0.0498009	0.0487132	0.272104	45.6894	46	1687	3.56229	2.33283	1.24978	35.2857	66.0194	20.3774	575.325	null	null	null	null	1	1	null	1	101.305	102	65	59	1	null	null	4.8e-38	9.33893	20.3774	575.325	null	54.6598	54	1687	4.80835	0.983411	1.50134	62.6327	59.1978	17.2883	721.233	null	null	null	null	1	1	null	1	121.831	121	65	59	null	null	null	2.28e-45	11.4939	17.2883	721.233	null
1	1	1	16	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000751	0.419284	0.0561225	0.0561225	null	null	null	1	2	2	1	0.0349115	45.6846	46	1690	3.48548	2.33283	0.763637	-0.475566	66.0194	14.8983	-9.27816	null	null	null	null	1	null	null	null	65.5439	65	65	57	null	1	null	0.53534	5.33543	14.8983	-9.27816	null	54.5893	54	1690	4.8691	0.983411	0.801074	0.661837	59.1978	7.70923	6.36927	null	null	null	null	1	null	null	null	59.8596	60	65	57	null	null	null	0.412045	5.97745	7.70923	6.36927	null
1	1	1	17	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000801	0.419284	0.126333	0.126333	1	null	null	null	0.0664189	0.0495269	0.179899	0.123758	45.8209	46	1647	3.26588	2.33283	1.08017	35.9478	66.0194	17.5509	584.091	null	null	null	null	1	1	null	1	101.967	104	65	61	1	1	null	2.49e-44	8.12807	17.5509	584.091	null	54.5179	54	1647	4.90822	0.983411	1.86277	58.9005	59.1978	21.5248	680.612	null	null	null	null	1	1	null	1	118.098	118	65	61	null	null	null	2.47e-39	14.5175	21.5248	680.612	null
1	1	1	18	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000851	0.419284	0.287656	0.287656	1	null	null	null	0.1684	0.0508193	0.000920688	0.293072	45.7363	46	1695	3.51814	2.33283	1.05197	30.4043	66.0194	16.9244	489.153	null	null	null	null	1	1	null	1	96.4237	97	65	59	1	1	null	9.97e-40	7.76864	16.9244	489.153	null	54.5292	54	1695	4.91151	0.983411	2.22932	61.7683	59.1978	26.0166	720.85	null	null	null	null	1	1	null	1	120.966	119	65	59	null	null	null	2.84e-35	17.0981	26.0166	720.85	null
1	1	1	19	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000901	0.419284	0.130749	0.130749	null	null	null	null	-2	2	1	0.118339	45.6407	45	1706	3.59771	2.33283	1.09811	43.8494	66.0194	21.4238	855.489	null	null	null	null	1	1	null	1	109.869	110	65	61	null	null	null	2.19e-49	8.2734	21.4238	855.489	null	54.6084	54	1706	4.81386	0.983411	0.742847	-0.673221	59.1978	7.14888	-6.47883	null	null	null	null	1	null	null	null	58.5246	59	65	61	null	null	null	0.368228	5.72307	7.14888	-6.47883	null
1	1	1	20	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000951	0.419284	0.0634754	0.0634754	1	null	null	null	-2	0.161375	2.84e-35	0.0586666	45.5963	45	1709	3.56517	2.33283	3.49234	262.626	66.0194	51.4616	3869.94	null	null	null	null	1	1	null	1	328.645	326	65	62	null	null	null	1.65e-62	27.4041	51.4616	3869.94	null	54.6413	55	1709	4.71253	0.983411	0.725127	2.52799	59.1978	9.23923	32.2105	null	null	null	null	1	1	null	null	61.7258	61	65	62	1	null	null	0.00088628	5.62829	9.23923	32.2105	null
1	1	1	21	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001001	0.419284	0.174407	0.174407	1	null	null	null	0.116746	0.0499634	0.0194587	0.17368	45.5618	45	1698	3.49644	2.33283	1.308	41.3193	66.0194	22.1461	699.586	null	null	null	null	1	1	null	1	107.339	105.5	65	62	1	null	null	4.49e-42	10.0441	22.1461	699.586	null	54.6761	55	1698	4.71372	0.983411	2.13196	82.5441	59.1978	23.6418	915.349	null	null	null	null	1	1	null	1	141.742	141	65	62	1	null	null	7.55e-45	16.7596	23.6418	915.349	null
1	1	1	22	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001051	0.419284	0.229059	0.229059	1	null	null	null	0.28688	0.0534921	8.18e-08	0.229959	45.6013	45	1708	3.53288	2.33283	1.3644	39.3599	66.0194	23.8422	687.792	null	null	null	null	1	1	null	1	105.379	107	65	58	null	null	null	8.86e-38	10.1546	23.8422	687.792	null	54.7002	55	1708	4.80532	0.983411	2.33955	123.923	59.1978	25.1372	1331.49	null	null	null	null	1	1	null	1	183.121	181	65	58	2	1	null	2.25e-50	17.7932	25.1372	1331.49	null
1	1	1	23	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001101	0.419284	0.202637	0.202637	1	null	null	null	0.0209457	0.0496615	0.673193	0.201071	45.437	45	1723	3.48998	2.33283	1.1216	23.1501	66.0194	16.4808	340.168	null	null	null	null	1	1	null	1	89.1695	89	65	59	1	null	null	1.46e-30	8.32353	16.4808	340.168	null	54.6669	55	1723	4.73679	0.983411	1.45714	27.9378	59.1978	18.6187	356.976	null	null	null	null	1	1	null	1	87.1356	86	65	59	1	null	null	5.56e-27	11.1533	18.6187	356.976	null
1	1	1	24	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001151	0.419284	0.0314974	0.0314974	null	null	null	null	-2	2	1	0.00105881	45.4048	45	1702	3.49671	2.33283	0.761411	4.65271	66.0194	14.8549	90.7729	null	1	null	null	1	1	null	null	70.6721	70	65	61	null	null	null	3.43e-08	5.50067	14.8549	90.7729	null	54.5094	55	1702	4.73876	0.983411	0.636472	-0.312566	59.1978	6.12516	-3.00801	null	null	null	null	1	null	null	null	58.8852	59	65	61	2	null	null	0.625027	4.87886	6.12516	-3.00801	null
1	1	1	25	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001201	0.419284	0.340543	0.340543	1	null	null	null	0.136476	0.0503631	0.00673172	0.342232	45.4523	45	1718	3.58275	2.33283	1.34359	27.8695	66.0194	21.1191	438.064	null	null	null	null	1	1	null	1	93.8889	94	65	63	null	null	null	4e-31	10.4142	21.1191	438.064	null	54.3458	54	1718	4.65718	0.983411	1.46973	50.2149	59.1978	17.5557	599.809	null	null	null	null	1	1	null	1	109.413	110	65	63	null	null	null	2.61e-42	11.6254	17.5557	599.809	null
1	1	1	26	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001251	0.419284	0.100652	0.100652	null	null	null	null	-0.0216347	0.0859622	0.80129	0.0846973	45.5949	46	1718	3.59868	2.33283	0.670411	6.67412	66.0194	8.05549	80.1946	null	null	null	null	1	1	null	1	72.6935	73	65	62	1	null	null	4.58e-16	4.76183	8.05549	80.1946	null	54.3935	54	1718	4.80984	0.983411	0.883611	4.88283	59.1978	13.807	76.2975	null	null	null	null	1	1	null	1	64.0806	63	65	62	null	null	null	6.58e-07	6.89095	13.807	76.2975	null
1	1	1	27	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001301	0.419284	0.0740208	0.0740208	1	null	null	null	-0.0843153	0.0499007	0.0910924	0.0662907	45.8428	46	1660	3.22195	2.33283	1.14413	29.0625	66.0194	17.2808	438.958	null	null	null	null	1	1	null	1	95.082	94	65	61	null	null	null	1.75e-36	8.64541	17.2808	438.958	null	54.4801	54	1660	4.86529	0.983411	1.27038	29.0809	59.1978	15.7918	361.499	null	null	null	null	1	1	null	1	88.2787	88	65	61	1	null	null	1.12e-31	9.87612	15.7918	361.499	null
1	1	1	28	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001351	0.419284	0.11743	0.11743	1	null	null	null	-1.88405	0.15279	6.17e-35	0.113085	45.9213	46	1651	3.21905	2.33283	3.02372	180.881	66.0194	42.6406	2550.78	null	null	null	null	1	1	null	1	246.9	239	65	60	1	null	null	2.95e-55	23.3141	42.6406	2550.78	null	54.6299	54	1651	4.81279	0.983411	0.785689	2.50219	59.1978	10.4606	33.314	null	null	null	null	1	1	null	null	61.7	62	65	60	2	null	null	0.00226924	6.01213	10.4606	33.314	null
1	1	1	29	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001401	0.419284	0.89135	0.89135	1	null	null	null	-0.0109839	0.0491414	0.823134	0.891453	46.3412	46	1650	3.56427	2.33283	17.5076	1571.66	66.0194	323.418	29033.3	null	null	null	null	1	1	null	1	1637.68	1603.5	65	62	1	null	null	1.56e-66	137.836	323.418	29033.3	null	54.6533	55	1650	4.83755	0.983411	34.0942	2785.24	59.1978	346.522	28308.2	null	null	null	null	1	1	null	1	2844.44	2759	65	62	1	null	null	4.98e-64	268.456	346.522	28308.2	null
1	1	1	30	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001451	0.419284	0.0362397	0.0362397	null	null	null	null	-2	2	1	0.0134618	46.4108	46	1670	3.59767	2.33283	1.08092	40.2472	66.0194	21.0885	785.212	null	null	null	null	1	1	null	1	106.267	106	65	60	null	null	null	5.36e-47	8.06723	21.0885	785.212	null	54.7353	55	1670	4.8432	0.983411	0.581135	-0.647812	59.1978	5.59262	-6.23429	null	null	null	null	1	null	null	null	58.55	58.5	65	60	1	null	null	0.269104	4.40117	5.59262	-6.23429	null
1	1	1	31	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001501	0.419284	0.085809	0.085809	1	null	null	null	0.116837	0.0508938	0.0216933	0.0760387	46.3377	46	1679	3.58928	2.33283	0.929144	15.8193	66.0194	12.3854	210.87	null	null	null	null	1	1	null	1	81.8387	81.5	65	62	null	null	null	2.64e-27	6.95228	12.3854	210.87	null	54.5795	55	1679	4.89284	0.983411	1.1404	19.5925	59.1978	16.0627	275.963	null	null	null	null	1	1	null	1	78.7903	77.5	65	62	1	null	null	2.43e-25	8.92801	16.0627	275.963	null
1	1	1	32	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001551	0.419284	0.0907946	0.0907946	1	null	null	null	0.230448	0.0528428	1.29e-05	0.0751206	46.2268	46	1702	3.68454	2.33283	1.06277	14.2359	66.0194	14.3318	191.976	null	null	null	null	1	1	null	1	80.2553	79	65	47	2	null	null	1.03e-18	7.01076	14.3318	191.976	null	54.668	55	1702	4.91488	0.983411	0.711027	23.4405	59.1978	9.89951	326.358	null	null	null	null	1	1	null	1	82.6383	83	65	47	6	4	null	5.18e-35	4.80229	9.89951	326.358	null
1	1	1	33	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001601	0.419284	0.244066	0.244066	1	null	null	null	-0.0702117	0.0494241	0.155435	0.244454	46.1532	46	1678	3.69803	2.33283	1.90207	96.5139	66.0194	35.2255	1787.39	null	null	null	null	1	1	null	1	162.533	161	65	60	1	null	null	4.4e-52	14.5619	35.2255	1787.39	null	54.9321	55	1678	4.67553	0.983411	2.91565	149.986	59.1978	29.5593	1520.58	null	null	null	null	1	1	null	1	209.183	209.5	65	60	1	null	null	7.6e-51	22.5648	29.5593	1520.58	null
1	1	1	34	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001651	0.419284	0.0873111	0.0873111	null	null	null	null	0.302258	0.0719182	2.64e-05	0.0760068	46.1751	46	1679	3.76725	2.33283	0.923725	6.69724	66.0194	10.8124	78.3926	null	null	null	null	1	1	null	1	72.7167	72.5	65	60	3	null	null	3.87e-10	6.79504	10.8124	78.3926	null	54.86	55	1679	4.63521	0.983411	1.0241	9.80219	59.1978	16.4267	157.229	null	null	null	null	1	1	null	1	69	69	65	60	null	null	null	9.73e-14	7.87616	16.4267	157.229	null
1	1	1	35	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001701	0.419284	0.162907	0.162907	1	null	null	null	0.474899	0.0604876	4.12e-15	0.161846	46.1868	46	1702	3.77985	2.33283	0.892169	16.6472	66.0194	13.7146	255.905	null	null	null	null	1	1	null	1	82.6667	82	65	60	null	null	null	1.89e-29	6.53716	13.7146	255.905	null	54.8619	55	1702	4.98761	0.983411	1.61913	62.5355	59.1978	19.7758	763.798	null	null	null	null	1	1	null	1	121.733	121.5	65	60	1	null	null	6.35e-44	12.5061	19.7758	763.798	null
1	1	1	36	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001751	0.419284	-0.14485	-0.14485	null	null	null	null	-2	2	1	-0.175453	46.0886	46	1716	3.83482	2.33283	1.02517	4.61694	66.0194	20.0008	90.0751	null	null	null	null	1	1	null	null	70.6364	70	65	55	4	null	null	2.93e-05	7.29374	20.0008	90.0751	null	54.6329	55	1716	4.94923	0.983411	0.692698	-0.470539	59.1978	6.66626	-4.52829	null	null	null	null	1	null	null	null	58.7273	58	65	55	4	null	null	0.499685	5.05692	6.66626	-4.52829	null
1	1	1	37	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001801	0.419284	-0.0526673	-0.0526673	1	null	null	null	-1.76189	0.143482	1.17e-34	-0.058875	45.993	46	1716	3.71726	2.33283	3.28096	232.91	66.0194	51.0099	3621.11	null	null	null	null	1	1	null	1	298.93	302	65	57	1	null	null	3.18e-57	24.6742	51.0099	3621.11	null	54.5519	54	1716	4.87897	0.983411	0.841626	5.18815	59.1978	10.1638	62.654	null	null	null	null	1	1	null	1	64.386	65	65	57	2	null	null	7.12e-08	6.28705	10.1638	62.654	null
1	1	1	38	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001851	0.419284	0.00424969	0.00424969	1	null	null	null	-1.78489	0.145223	1.02e-34	-0.000776582	45.7675	46	1888	3.49463	2.33283	3.73169	224.554	66.0194	57.3668	3452.04	null	null	null	null	1	1	null	1	290.574	282	65	61	null	null	null	7.66e-56	29.0577	57.3668	3452.04	null	54.535	54	1888	4.84249	0.983411	0.790797	4.63825	59.1978	9.65826	56.6485	null	null	null	null	1	1	null	1	63.8361	63	65	61	1	null	null	1.8e-07	6.1024	9.65826	56.6485	null
