 metaColumn	metaRow	column	row	Reporter identifier	Feature Extraction Software:BGPixCorrelation	Feature Extraction Software:BGSubSigCorrelation	Feature Extraction Software:DyeNormCorrelation	Feature Extraction Software:ErrorModel	Feature Extraction Software:IsManualFlag	Feature Extraction Software:IsNormalization	Feature Extraction Software:IsUsedBGAdjust	Feature Extraction Software:LogRatio	Feature Extraction Software:LogRatioError	Feature Extraction Software:PValueLogRatio	Feature Extraction Software:PixCorrelation	Feature Extraction Software:gBGMeanSignal	Feature Extraction Software:gBGMedianSignal	Feature Extraction Software:gBGNumPix	Feature Extraction Software:gBGPixSDev	Feature Extraction Software:gBGSDUsed	Feature Extraction Software:gBGSubSigError	Feature Extraction Software:gBGSubSignal	Feature Extraction Software:gBGUsed	Feature Extraction Software:gDyeNormError	Feature Extraction Software:gDyeNormSignal	Feature Extraction Software:gIsBGNonUnifOL	Feature Extraction Software:gIsBGPopnOL	Feature Extraction Software:gIsFeatNonUnifOL	Feature Extraction Software:gIsFeatPopnOL	Feature Extraction Software:gIsFound	Feature Extraction Software:gIsPosAndSignif	Feature Extraction Software:gIsSaturated	Feature Extraction Software:gIsWellAboveBG	Feature Extraction Software:gMeanSignal	Feature Extraction Software:gMedianSignal	Feature Extraction Software:gNumBGUsed	Feature Extraction Software:gNumPix	Feature Extraction Software:gNumPixOLHi	Feature Extraction Software:gNumPixOLLo	Feature Extraction Software:gNumSatPix	Feature Extraction Software:gPValFeatEqBG	Feature Extraction Software:gPixSDev	Feature Extraction Software:gProcessedSigError	Feature Extraction Software:gProcessedSignal	Feature Extraction Software:gSurrogateUsed	Feature Extraction Software:rBGMeanSignal	Feature Extraction Software:rBGMedianSignal	Feature Extraction Software:rBGNumPix	Feature Extraction Software:rBGPixSDev	Feature Extraction Software:rBGSDUsed	Feature Extraction Software:rBGSubSigError	Feature Extraction Software:rBGSubSignal	Feature Extraction Software:rBGUsed	Feature Extraction Software:rDyeNormError	Feature Extraction Software:rDyeNormSignal	Feature Extraction Software:rIsBGNonUnifOL	Feature Extraction Software:rIsBGPopnOL	Feature Extraction Software:rIsFeatNonUnifOL	Feature Extraction Software:rIsFeatPopnOL	Feature Extraction Software:rIsFound	Feature Extraction Software:rIsPosAndSignif	Feature Extraction Software:rIsSaturated	Feature Extraction Software:rIsWellAboveBG	Feature Extraction Software:rMeanSignal	Feature Extraction Software:rMedianSignal	Feature Extraction Software:rNumBGUsed	Feature Extraction Software:rNumPix	Feature Extraction Software:rNumPixOLHi	Feature Extraction Software:rNumPixOLLo	Feature Extraction Software:rNumSatPix	Feature Extraction Software:rPValFeatEqBG	Feature Extraction Software:rPixSDev	Feature Extraction Software:rProcessedSigError	Feature Extraction Software:rProcessedSignal	Feature Extraction Software:rSurrogateUsed
1	1	1	11	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000501	0.276083	0.350459	0.350459	1	null	null	null	0.0301325	0.049221	0.540413	0.352664	46.1066	46	1623	3.58674	1.6697	1.4029	72.1287	68.1764	24.2013	1244.29	null	null	null	null	1	1	null	1	140.305	139	67	59	2	null	null	1.23e-51	10.6613	24.2013	1244.29	null	54.9063	55	1623	4.83385	1.04243	2.60959	134.92	59.8595	25.7958	1333.69	null	null	null	null	1	1	null	1	194.78	193	67	59	null	1	null	2.16e-50	20.0207	25.7958	1333.69	null
1	1	1	12	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000551	0.276083	0.456236	0.456236	1	null	null	null	-0.095975	0.0496507	0.0532358	0.457438	46.1818	46	1612	3.56475	1.6697	2.29487	114.711	68.1764	40.6795	2033.4	null	null	null	null	1	1	null	1	182.887	181	67	62	null	null	null	8.54e-52	17.9983	40.6795	2033.4	null	55.1334	55	1612	4.87894	1.04243	3.29298	169.463	59.8595	31.6782	1630.22	null	null	null	null	1	1	null	1	229.323	229	67	62	null	null	null	4.47e-52	25.9095	31.6782	1630.22	null
1	1	1	13	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000601	0.276083	0.290794	0.290794	1	null	null	null	0.135461	0.0501465	0.00690681	0.291593	46.2119	46	1595	3.54168	1.6697	1.92485	75.9271	68.1764	33.7044	1329.49	null	null	null	null	1	1	null	1	144.103	143.5	67	58	1	null	null	9.64e-44	14.5767	33.7044	1329.49	null	54.9837	55	1595	4.61433	1.04243	3.6583	186.485	59.8595	35.6271	1816.13	null	null	null	null	1	1	null	1	246.345	252	67	58	null	null	null	2.48e-49	27.8439	35.6271	1816.13	null
1	1	1	14	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000651	0.276083	0.268849	0.268849	1	null	null	null	0.0151524	0.0491927	0.758067	0.270129	46.1259	46	1589	3.60981	1.6697	1.35984	66.4201	68.1764	23.3767	1141.81	null	null	null	null	1	1	null	1	134.596	134	67	57	null	1	null	3.62e-49	10.1504	23.3767	1141.81	null	55.0466	55	1589	4.64323	1.04243	2.47574	119.193	59.8595	24.5584	1182.35	null	null	null	null	1	1	null	1	179.053	178	67	57	1	null	null	1.94e-47	18.6666	24.5584	1182.35	null
1	1	1	15	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000701	0.276083	0.405833	0.405833	1	null	null	null	-0.00577087	0.0492321	0.906688	0.408246	46.2687	46	1589	3.5914	1.6697	1.45568	48.7903	68.1764	24.077	806.994	null	null	null	null	1	1	null	1	116.967	117	67	60	2	null	null	3.7e-41	11.1644	24.077	806.994	null	55.0478	55	1589	4.64985	1.04243	2.06838	77.2405	59.8595	21.3248	796.341	null	null	null	null	1	1	null	1	137.1	135	67	60	1	null	null	5.65e-43	15.9912	21.3248	796.341	null
1	1	1	16	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000751	0.276083	-0.0794056	-0.0794056	null	null	null	null	2	2	1	-0.0982341	46.2595	46	1611	3.6	1.6697	0.652038	-0.520659	68.1764	8.61178	-6.87659	null	null	null	null	1	null	null	null	67.6557	68	67	61	2	null	null	0.427167	4.83696	8.61178	-6.87659	null	54.9317	55	1611	4.84739	1.04243	0.855472	2.59956	59.8595	11.0453	33.5637	null	null	null	null	1	1	null	null	62.459	62	67	61	1	null	null	0.00346146	6.607	11.0453	33.5637	null
1	1	1	17	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000801	0.276083	0.414034	0.414034	1	null	null	null	0.201251	0.0513629	8.92e-05	0.415854	46.1313	46	1630	3.60001	1.6697	1.68176	42.1403	68.1764	28.2426	707.68	null	null	null	null	1	1	null	1	110.317	110.5	67	60	1	null	null	9.89e-34	12.9307	28.2426	707.68	null	54.827	55	1630	4.8899	1.04243	2.18154	110.774	59.8595	22.1521	1124.83	null	null	null	null	1	1	null	1	170.633	168	67	60	2	null	null	1.22e-50	16.8694	22.1521	1124.83	null
1	1	1	18	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000851	0.276083	0.150747	0.150747	1	null	null	null	-0.0278745	0.0492429	0.571352	0.150341	45.8321	46	1614	3.53772	1.6697	1.20185	58.7284	68.1764	20.3762	995.684	null	null	null	null	1	1	null	1	126.905	128	67	63	1	null	null	2.3e-53	9.40095	20.3762	995.684	null	54.6611	55	1614	4.87917	1.04243	2.08318	92.839	59.8595	20.9529	933.786	null	null	null	null	1	1	null	1	152.698	151	67	63	null	null	null	4.63e-49	16.5038	20.9529	933.786	null
1	1	1	19	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000901	0.276083	0.206014	0.206014	null	null	null	null	-2	2	1	0.203513	45.7383	46	1601	3.42977	1.6697	1.11694	39.349	68.1764	14.7519	519.701	null	null	null	null	1	1	null	1	107.525	107	67	59	1	null	null	1.03e-42	8.43506	14.7519	519.701	null	54.7245	55	1601	4.87247	1.04243	0.673776	-1.85946	59.8595	8.69934	-24.0081	null	null	null	null	1	null	null	null	58	58	67	59	1	1	null	0.00758624	5.08208	8.69934	-24.0081	null
1	1	1	20	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN000951	0.276083	0.219728	0.219728	1	null	null	null	-1.9465	0.157538	4.53e-35	0.220975	45.7596	46	1614	3.48789	1.6697	3.4233	256.462	68.1764	51.8282	3882.79	null	null	null	null	1	1	null	1	324.638	321.5	67	58	3	null	null	5.9e-59	26.0248	51.8282	3882.79	null	54.8786	55	1614	4.93367	1.04243	0.675435	3.89916	59.8595	7.60769	43.9178	null	null	null	null	1	1	null	1	63.7586	63	67	58	1	null	null	2.78e-07	5.0517	7.60769	43.9178	null
1	1	1	21	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001001	0.276083	0.250554	0.250554	1	null	null	null	0.0507076	0.0493492	0.304172	0.251528	45.9158	46	1580	3.23492	1.6697	1.3572	50.6372	68.1764	22.8299	851.781	null	null	null	null	1	1	null	1	118.814	119	67	59	null	null	null	1.49e-43	10.3065	22.8299	851.781	null	55.0892	55	1580	5.0978	1.04243	2.34923	94.4287	59.8595	23.8154	957.273	null	null	null	null	1	1	null	1	154.288	153	67	59	3	null	null	3.16e-44	18.0182	23.8154	957.273	null
1	1	1	22	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001051	0.276083	0.259874	0.259874	1	null	null	null	-0.0143465	0.0491817	0.770513	0.260108	45.8579	46	1562	3.20838	1.6697	1.97842	77.1965	68.1764	34.1564	1332.76	null	null	null	null	1	1	null	1	145.373	145	67	59	null	null	null	5.82e-44	15.1155	34.1564	1332.76	null	54.8489	55	1562	4.664	1.04243	2.38185	130.547	59.8595	23.5262	1289.45	null	null	null	null	1	1	null	1	190.407	188	67	59	1	null	null	7.09e-52	18.2692	23.5262	1289.45	null
1	1	1	23	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001101	0.276083	0.217711	0.217711	1	null	null	null	-0.0782402	0.0498011	0.11617	0.220778	45.8798	46	1622	3.58363	1.6697	0.821879	30.6384	68.1764	12.4877	465.523	null	null	null	null	1	1	null	1	98.8148	98	67	54	3	3	null	3.44e-43	5.85057	12.4877	465.523	null	54.7275	55	1622	4.83239	1.04243	2.05139	34.6405	59.8595	23.0232	388.777	null	null	null	null	1	1	null	1	94.5	92	67	54	3	null	null	4.51e-23	15.0455	23.0232	388.777	null
1	1	1	24	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001151	0.276083	0.462334	0.462334	null	null	null	null	-0.277721	0.0650666	1.97e-05	0.477917	45.9548	46	1593	3.57096	1.6697	0.661226	10.1784	68.1764	8.1926	126.111	null	null	null	null	1	1	null	1	78.3548	78	67	62	null	null	null	9.81e-25	4.95255	8.1926	126.111	null	54.7389	55	1593	4.65718	1.04243	0.813769	4.83409	59.8595	11.2	66.5324	null	null	null	null	1	1	null	1	64.6935	65	67	62	null	null	null	1.28e-07	6.32867	11.2	66.5324	null
1	1	1	25	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001201	0.276083	0.287679	0.287679	1	null	null	null	0.132571	0.0502049	0.00827567	0.289499	45.9565	46	1633	3.52928	1.6697	1.19283	36.645	68.1764	19.3605	594.774	null	null	null	null	1	1	null	1	104.821	105	67	56	null	null	null	1.03e-37	8.79485	19.3605	594.774	null	54.5664	54	1633	4.78375	1.04243	1.98208	76.8191	59.8595	20.8245	807.092	null	null	null	null	1	1	null	1	136.679	136	67	56	2	null	null	7.44e-42	14.8019	20.8245	807.092	null
1	1	1	26	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001251	0.276083	0.048468	0.048468	1	null	null	null	0.0124801	0.0523322	0.81151	0.0408743	45.8087	46	1615	3.5124	1.6697	0.819349	11.0531	68.1764	9.97889	134.616	null	null	null	null	1	1	null	1	79.2295	79	67	61	1	null	null	6.87e-21	6.19783	9.97889	134.616	null	54.6508	55	1615	4.78374	1.04243	0.947339	9.89464	59.8595	13.2643	138.541	null	null	null	null	1	1	null	1	69.7541	70	67	61	null	null	null	2.6e-15	7.33179	13.2643	138.541	null
1	1	1	27	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001301	0.276083	-0.0249265	-0.0249265	1	null	null	null	0.401637	0.0574716	2.78e-12	-0.0297435	45.6884	46	1643	3.5279	1.6697	0.90795	20.8069	68.1764	14.1187	323.549	null	null	null	null	1	1	null	1	88.9833	89	67	60	2	1	null	6.34e-33	6.85316	14.1187	323.549	null	54.7486	55	1643	4.81289	1.04243	1.9766	74.3905	59.8595	21.676	815.787	null	null	null	null	1	1	null	1	134.25	135	67	60	null	null	null	3.45e-43	15.2789	21.676	815.787	null
1	1	1	28	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001351	0.276083	-0.0441144	-0.0441144	1	null	null	null	-1.75465	0.142953	1.24e-34	-0.0471362	45.4401	45	1620	3.5208	1.6697	3.64872	188.924	68.1764	54.5537	2824.68	null	null	null	null	1	1	null	1	257.1	254.5	67	60	2	null	null	4.12e-51	28.2187	54.5537	2824.68	null	54.8043	55	1620	4.90207	1.04243	0.824689	4.35721	59.8595	9.40584	49.6953	null	null	null	null	1	1	null	1	64.2167	64	67	60	1	null	null	1.74e-06	6.31139	9.40584	49.6953	null
1	1	1	29	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001401	0.276083	0.942218	0.942218	1	null	null	null	0.0880236	0.0495538	0.0756793	0.942269	45.3201	45	1618	3.43957	1.6697	18.6838	1449.16	68.1764	366.129	28397.8	null	null	null	null	1	1	null	1	1517.33	1495	67	60	null	null	null	4.28e-61	144.715	366.129	28397.8	null	54.6422	55	1618	4.88329	1.04243	52.3792	3996.57	59.8595	455.806	34778.3	null	null	null	null	1	1	null	1	4056.43	3958.5	67	60	null	null	null	1.14e-60	405.727	455.806	34778.3	null
1	1	1	30	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001451	0.276083	-0.148954	-0.148954	null	null	null	null	-2	2	1	-0.167872	45.3204	45	1620	3.49558	1.6697	1.08356	38.1167	68.1764	14.3111	503.426	null	null	null	null	1	1	null	1	106.293	107	67	58	null	null	null	2.64e-42	8.1046	14.3111	503.426	null	54.734	55	1620	4.85276	1.04243	0.566163	-1.63532	59.8595	7.30991	-21.1142	null	null	null	null	1	null	null	null	58.2241	58	67	58	2	1	null	0.00529915	4.20127	7.30991	-21.1142	null
1	1	1	31	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001501	0.276083	0.23513	0.23513	1	null	null	null	0.176313	0.0514026	0.000603494	0.235788	45.3405	45	1639	3.49026	1.6697	1.05193	17.4569	68.1764	15.2504	253.082	null	null	null	null	1	1	null	1	85.6333	85.5	67	60	1	null	null	8.5e-25	7.99357	15.2504	253.082	null	54.5333	55	1639	4.78066	1.04243	1.44553	32.2905	59.8595	17.003	379.816	null	null	null	null	1	1	null	1	92.15	91.5	67	60	1	null	null	9.54e-31	11.1535	17.003	379.816	null
1	1	1	32	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001551	0.276083	0.350552	0.350552	1	null	null	null	-0.116086	0.050431	0.0213423	0.355014	45.5564	46	1621	3.48808	1.6697	0.941774	25.349	68.1764	13.7609	370.391	null	null	null	null	1	1	null	1	93.5254	93	67	59	1	null	null	1.64e-36	7.06218	13.7609	370.391	null	54.7064	55	1621	4.76006	1.04243	1.42052	24.2931	59.8595	16.5782	283.514	null	null	null	null	1	1	null	1	84.1525	85	67	59	null	null	null	1.59e-24	10.8672	16.5782	283.514	null
1	1	1	33	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001601	0.276083	0.521377	0.521377	1	null	null	null	0.164657	0.0506056	0.00113898	0.523104	45.7929	46	1627	3.55584	1.6697	2.21546	82.9982	68.1764	39.2115	1468.99	null	null	null	null	1	1	null	1	151.175	150	67	63	null	null	null	8.36e-45	17.5099	39.2115	1468.99	null	54.7345	55	1627	4.7516	1.04243	4.74674	222.76	59.8595	45.7336	2146.23	null	null	null	null	1	1	null	1	282.619	277	67	63	null	null	null	3.31e-50	37.6625	45.7336	2146.23	null
1	1	1	34	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001651	0.276083	0.464785	0.464785	1	null	null	null	0.247122	0.0535263	3.9e-06	0.468418	45.989	46	1539	3.19977	1.6697	1.32601	12.4005	68.1764	17.5063	163.714	null	null	null	null	1	1	null	1	80.5769	80	67	52	8	null	null	7.62e-13	9.4482	17.5063	163.714	null	54.8941	55	1539	4.59092	1.04243	1.44178	22.3905	59.8595	18.6227	289.207	null	null	null	null	1	1	null	1	82.25	81	67	52	3	null	null	3.92e-21	10.3562	18.6227	289.207	null
1	1	1	35	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001701	0.276083	0.173868	0.173868	1	null	null	null	0.10171	0.0499279	0.0416362	0.173333	46.0065	46	1546	3.24151	1.6697	1.06988	29.0569	68.1764	16.6071	451.034	null	null	null	null	1	1	null	1	97.2333	97	67	60	null	null	null	1.2e-36	8.13523	16.6071	451.034	null	54.9198	55	1546	4.64215	1.04243	1.56702	51.8905	59.8595	17.215	570.058	null	null	null	null	1	1	null	1	111.75	111	67	60	2	null	null	3.69e-40	12.0979	17.215	570.058	null
1	1	1	36	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001751	0.276083	0.247337	0.247337	null	null	null	null	-0.776826	0.204939	0.000150325	0.24602	46.0821	46	1608	3.57506	1.6697	0.85293	8.0305	68.1764	10.8692	102.335	null	null	null	null	1	1	null	1	76.2069	75.5	67	58	1	null	null	1.08e-13	6.30722	10.8692	102.335	null	54.9546	55	1608	4.61321	1.04243	0.622359	1.27847	59.8595	8.32817	17.108	null	null	null	null	1	null	null	null	61.1379	61	67	58	1	2	null	0.044176	4.63945	8.32817	17.108	null
1	1	1	37	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001801	0.276083	0.228972	0.228972	1	null	null	null	-1.47413	0.122115	1.49e-33	0.229515	46.1173	46	1637	3.57725	1.6697	4.28353	236.277	68.1764	69.6541	3842.07	null	null	null	null	1	1	null	1	304.453	302.5	67	64	null	null	null	3.16e-55	34.2294	69.6541	3842.07	null	54.8485	55	1637	4.80566	1.04243	0.959734	12.2968	59.8595	10.0646	128.955	null	null	null	null	1	1	null	1	72.1563	72	67	64	null	null	null	1.77e-19	7.60997	10.0646	128.955	null
1	1	1	38	ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-318.AGEN001851	0.276083	0.283766	0.283766	1	null	null	null	-1.54679	0.127434	6.65e-34	0.284349	46.237	46	1515	3.62509	1.6697	2.6984	230.519	68.1764	43.1956	3690.11	null	null	null	null	1	1	null	1	298.695	300	67	59	1	1	null	2.94e-63	20.6675	43.1956	3690.11	null	54.6832	55	1515	4.75544	1.04243	0.946866	9.83545	59.8595	10.0866	104.774	null	null	null	null	1	1	null	1	69.6949	69	67	59	2	null	null	4.84e-15	7.20693	10.0866	104.774	null
